Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1634677200.0 11634.0 NA 341 720 0 134 NA 3811 4405 0 3555 NA 3161 8990 2178 1200 NA 1962 7173 2223 1090
1634677200.0 11634.1 NA 333 257 0 NA NA 3853 3700 0 NA NA 3414 1722 1261 NA NA 2227 1445 1303 NA
1634677200.0 11634.511 NA 337 129 0 NA NA 3832 3545 0 NA NA 2382 1011 420 NA NA 1508 969 462 NA
1634677200.0 11643.0 NA 340 711 0 109 NA 3831 4424 0 3512 NA 3501 7997 2239 1086 NA 2197 6614 2309 1011
1634677200.0 11646.0 NA 340 712 0 116 NA 3796 4372 0 3512 NA 3313 8046 2126 1092 NA 2093 6607 2169 1029
1634677200.0 11650.0 NA 342 703 0 134 NA 3813 4443 0 3554 NA 3697 7976 2217 1257 NA 2287 6708 2265 1154
1634677200.0 11725.0 NA 330 694 0 112 NA 3818 4382 0 3502 NA 3197 6959 2023 1091 NA 2132 5831 2067 1027
1634677200.0 122.0 84 141 295 NA NA 3515 3520 3882 NA NA 1769 611 4055 NA NA 1534 553 3942 NA NA
1634677200.0 123.1 395 NA NA NA NA 3871 NA NA NA NA 2661 NA NA NA NA 2215 NA NA NA NA
1634677200.0 123.2 403 NA NA NA NA 3882 NA NA NA NA 3314 NA NA NA NA 2052 NA NA NA NA
1634677200.0 123.3 321 NA NA NA NA 3765 NA NA NA NA 2222 NA NA NA NA 1864 NA NA NA NA
1634677200.0 124.1 389 NA NA NA NA 3840 NA NA NA NA 2177 NA NA NA NA 1635 NA NA NA NA
1634677200.0 124.2 402 NA NA NA NA 3859 NA NA NA NA 2446 NA NA NA NA 1662 NA NA NA NA
1634677200.0 124.4 389 NA NA NA NA 3818 NA NA NA NA 2426 NA NA NA NA 1776 NA NA NA NA
1634677200.0 124.5 397 NA NA NA NA 3842 NA NA NA NA 2326 NA NA NA NA 2117 NA NA NA NA
1634677200.0 124.6 339 NA NA NA NA 3745 NA NA NA NA 2187 NA NA NA NA 1639 NA NA NA NA
1634677200.0 12434.0 NA 352 723 0 133 NA 3840 4453 0 3548 NA 4479 10702 2419 1246 NA 2392 7503 2485 1128
1634677200.0 127.0 81 150 312 NA NA 3500 3537 3894 NA NA 2492 1045 3870 NA NA 1763 677 3485 NA NA
1634677200.0 128.0 87 144 306 NA NA 3500 3530 3888 NA NA 1607 938 3723 NA NA 1471 617 3378 NA NA
1634677200.0 12834.0 NA 351 711 0 146 NA 3853 4440 0 3559 NA 5925 10688 2102 1214 NA 3092 7601 2139 1105
1634677200.0 13.0 NA 157 323 0 NA NA 3555 3911 0 NA NA 904 5264 1167 NA NA 649 3992 1204 NA
1634677200.0 1311.0 NA 186 381 0 90 NA 3708 3878 0 3464 NA 915 2025 1121 512 NA 555 1684 1193 611
1634677200.0 1325.5 NA 199 0 NA NA NA 3747 0 NA NA NA 3230 438 NA NA NA 2162 492 NA NA
1634677200.0 1325.51 NA 184 0 NA NA NA 3731 0 NA NA NA 2622 426 NA NA NA 1803 714 NA NA
1634677200.0 1325.5161 NA 208 0 NA NA NA 3754 0 NA NA NA 3027 417 NA NA NA 2012 451 NA NA
1634677200.0 1325.518 NA 217 0 NA NA NA 3764 0 NA NA NA 3995 264 NA NA NA 2325 292 NA NA
1634677200.0 135.1 584 0 152 NA NA 4066 0 3674 NA NA 2062 438 1606 NA NA 1338 463 1544 NA NA
1634677200.0 135.11 589 0 154 NA NA 4161 0 3679 NA NA 2440 554 1459 NA NA 1383 600 1213 NA NA
1634677200.0 135.12 578 0 161 NA NA 4081 0 3667 NA NA 2131 465 969 NA NA 1506 498 890 NA NA
1634677200.0 135.13 575 0 NA NA NA 4090 0 NA NA NA 3068 916 NA NA NA 1811 964 NA NA NA
1634677200.0 135.2 535 0 141 NA NA 3997 0 3658 NA NA 2557 526 1495 NA NA 1830 562 1683 NA NA
1634677200.0 135.3 513 0 146 NA NA 4009 0 3661 NA NA 1547 373 856 NA NA 1122 396 819 NA NA
1634677200.0 135.4 584 0 154 NA NA 4088 0 3667 NA NA 1594 572 917 NA NA 1132 749 851 NA NA
1634677200.0 135.6 577 0 150 NA NA 4137 0 3662 NA NA 1851 469 1604 NA NA 1197 496 1467 NA NA
1634677200.0 135.9 595 0 144 NA NA 4072 0 3662 NA NA 1570 594 895 NA NA 1156 933 825 NA NA
1634677200.0 136.72411 NA 211 0 NA NA NA 3756 0 NA NA NA 4466 350 NA NA NA 2871 387 NA NA
1634677200.0 136.72412 NA 267 0 NA NA NA 3853 0 NA NA NA 3136 418 NA NA NA 2051 469 NA NA
1634677200.0 136.741 NA 125 401 0 NA NA 3542 4035 0 NA NA 2220 40537 895 NA NA 968 13157 935 NA
1634677200.0 136.758 NA 143 404 0 NA NA 3558 4042 0 NA NA 1970 44273 957 NA NA 849 13607 1001 NA
1634677200.0 136.765 NA 144 444 0 NA NA 3541 4087 0 NA NA 1742 46270 895 NA NA 797 14124 941 NA
1634677200.0 136.772 NA 141 445 0 NA NA 3547 4091 0 NA NA 2096 40237 935 NA NA 977 13014 980 NA
1634677200.0 136.777 NA 133 481 0 NA NA 3544 4106 0 NA NA 1754 38474 847 NA NA 848 12928 887 NA
1634677200.0 136.792 NA 158 576 0 NA NA 3565 4363 0 NA NA 1651 38358 1017 NA NA 814 13129 1061 NA
1634677200.0 136.794 NA 164 581 0 NA NA 3568 4349 0 NA NA 2019 38738 1168 NA NA 906 12698 1210 NA
1634677200.0 136.795 NA 165 628 0 NA NA 3568 4368 0 NA NA 1666 45652 1232 NA NA 856 14175 1299 NA
1634677200.0 136.797 NA 164 584 0 NA NA 3571 4352 0 NA NA 1923 45359 1154 NA NA 876 14040 1200 NA
1634677200.0 136.798 NA 164 575 0 NA NA 3567 4349 0 NA NA 1600 38038 1116 NA NA 780 12401 1158 NA
1634677200.0 136.799 NA 162 692 0 NA NA 3570 4482 0 NA NA 1525 38604 1160 NA NA 730 13002 1210 NA
1634677200.0 136.804 NA 158 544 0 NA NA 3577 4344 0 NA NA 1603 37679 1072 NA NA 860 12912 1109 NA
1634677200.0 136.806 NA 152 533 0 NA NA 3577 4328 0 NA NA 1769 37949 1085 NA NA 822 12505 1136 NA
1634677200.0 136.808 NA 165 609 0 NA NA 3566 4432 0 NA NA 1471 40503 1073 NA NA 747 13215 1104 NA
1634677200.0 136.809 NA 165 541 0 NA NA 3574 4352 0 NA NA 1979 39233 1119 NA NA 882 12505 1158 NA
1634677200.0 136.849 NA 158 528 0 NA NA 3566 4346 0 NA NA 1197 36371 1060 NA NA 647 12644 1104 NA
1634677200.0 136.857 NA 163 539 0 NA NA 3562 4324 0 NA NA 1851 38591 1233 NA NA 927 12783 1335 NA
1634677200.0 136.88 NA 162 612 0 NA NA 3558 4426 0 NA NA 1177 38647 1148 NA NA 710 13202 1192 NA
1634677200.0 136.8861 NA 139 713 0 NA NA 3573 4496 0 NA NA 1258 31860 842 NA NA 872 10753 874 NA
1634677200.0 136.891 NA 164 676 0 NA NA 3569 4513 0 NA NA 1777 45547 1108 NA NA 884 14341 1145 NA
1634677200.0 140.56 NA 759 0 NA NA NA 4583 0 NA NA NA 85472 1100 NA NA NA 41479 1151 NA NA
1634677200.0 144.6 NA 315 NA NA NA NA 3918 NA NA NA NA 4636 NA NA NA NA 2955 NA NA NA
1634677200.0 158.0 91 255 493 83 0 3510 3778 4113 3478 0 6072 1950 4528 679 1537 5974 1654 3797 735 1585
1634677200.0 158.2 NA 277 484 0 NA NA 3766 4108 0 NA NA 1541 4370 1622 NA NA 1281 3846 1669 NA
1634677200.0 2017.1 1027 0 158 NA NA 4676 0 3673 NA NA 2377 510 938 NA NA 1463 533 865 NA NA
1634677200.0 2017.13 1032 0 NA NA NA 4708 0 NA NA NA 3128 1195 NA NA NA 1815 1244 NA NA NA
1634677200.0 2017.2 958 0 143 NA NA 4617 0 3669 NA NA 2379 555 1420 NA NA 1662 670 1342 NA NA
1634677200.0 2017.4 1019 0 153 NA NA 4715 0 3661 NA NA 1990 608 1074 NA NA 1329 643 1047 NA NA
1634677200.0 2017.5 1016 0 152 NA NA 4719 0 3673 NA NA 2565 583 872 NA NA 1736 666 803 NA NA
1634677200.0 2017.6 1019 0 159 NA NA 4680 0 3668 NA NA 2718 514 958 NA NA 1773 541 850 NA NA
1634677200.0 2017.7 1021 0 164 NA NA 4740 0 3670 NA NA 1952 521 928 NA NA 1309 551 857 NA NA
1634677200.0 2018.1 974 0 156 NA NA 4701 0 3673 NA NA 2270 536 1158 NA NA 1375 566 1215 NA NA
1634677200.0 2018.12 975 0 154 NA NA 4687 0 3670 NA NA 2099 703 891 NA NA 1356 1037 794 NA NA
1634677200.0 2018.5 961 0 159 NA NA 4676 0 3667 NA NA 2549 531 891 NA NA 1648 559 810 NA NA
1634677200.0 2018.7 964 0 152 NA NA 4702 0 3668 NA NA 2800 511 904 NA NA 1874 538 801 NA NA
1634677200.0 2018.9 975 0 159 NA NA 4576 0 3670 NA NA 2603 521 1223 NA NA 1763 551 1217 NA NA
1634677200.0 23234.103 NA 348 493 0 NA NA 3941 4110 0 NA NA 11462 11303 1598 NA NA 4427 7080 1644 NA
1634677200.0 250400.0 602 0 153 NA NA 4191 0 3665 NA NA 2266 472 976 NA NA 1517 502 855 NA NA
1634677200.0 250400.17 1056 0 161 NA NA 4750 0 3668 NA NA 2926 591 1189 NA NA 1801 628 1086 NA NA
1634677200.0 250403.0 NA 0 158 NA NA NA 0 3670 NA NA NA 443 975 NA NA NA 468 830 NA NA
1634677200.0 250405.0 NA 0 153 NA NA NA 0 3661 NA NA NA 446 1648 NA NA NA 474 1456 NA NA
1634677200.0 250405.17 NA 0 152 NA NA NA 0 3673 NA NA NA 501 1232 NA NA NA 525 1215 NA NA
1634677200.0 250406.17 1047 0 152 NA NA 4759 0 3673 NA NA 2191 530 1167 NA NA 1492 561 1206 NA NA
1634677200.0 250406.18 NA 0 153 NA NA NA 0 3661 NA NA NA 609 1540 NA NA NA 701 1348 NA NA
1634677200.0 250407.0 541 0 156 NA NA 4129 0 3661 NA NA 1844 382 924 NA NA 1420 412 834 NA NA
1634677200.0 250407.18 926 0 148 NA NA 4665 0 3669 NA NA 2930 522 1601 NA NA 1821 548 1375 NA NA
1634677200.0 250408.0 NA 0 159 NA NA NA 0 3664 NA NA NA 424 907 NA NA NA 449 774 NA NA
1634677200.0 4007.0 70 NA NA NA NA 3494 NA NA NA NA 1858 NA NA NA NA 1613 NA NA NA NA
1634677200.0 4008.0 86 NA NA NA NA 3520 NA NA NA NA 2171 NA NA NA NA 1932 NA NA NA NA
1634677200.0 5.1 409 0 NA NA NA 3887 0 NA NA NA 2970 618 NA NA NA 1922 655 NA NA NA
1634677200.0 5.5 400 0 NA NA NA 3871 0 NA NA NA 2308 624 NA NA NA 1624 660 NA NA NA
1634677200.0 5.7 400 0 NA NA NA 3872 0 NA NA NA 2506 575 NA NA NA 1807 616 NA NA NA
1634677200.0 500200.0 NA NA 366 0 NA NA NA 3965 0 NA NA NA 6564 1323 NA NA NA 4415 1419 NA
1634677200.0 500205.0 NA NA 369 0 NA NA NA 3974 0 NA NA NA 6987 1342 NA NA NA 4360 1395 NA
1634677200.0 500206.0 NA NA 368 0 NA NA NA 3997 0 NA NA NA 7166 1155 NA NA NA 4968 1205 NA
