Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1634421600.0 102.0 80 NA NA NA NA NA NA NA 149 NA NA NA NA NA NA NA 748 NA NA NA NA NA NA NA 905 NA NA NA NA NA NA NA
1634421600.0 1020.0 NA 35 NA NA NA NA NA NA NA 109 NA NA NA NA NA NA NA 236 NA NA NA NA NA NA NA 387 NA NA NA NA NA NA
1634421600.0 10224.0 NA 388 912 0 NA NA NA NA NA 562 1135 0 NA NA NA NA NA 4204 5280 1923 NA NA NA NA NA 5575 6309 2362 NA NA NA NA
1634421600.0 10225.0 NA 380 940 0 NA NA NA NA NA 563 1141 0 NA NA NA NA NA 4215 4880 1908 NA NA NA NA NA 6075 8539 2299 NA NA NA NA
1634421600.0 103.0 43 0 0 NA NA NA NA NA 90 0 0 NA NA NA NA NA 819 236 1400 NA NA NA NA NA 1242 353 2100 NA NA NA NA NA
1634421600.0 1030.0 NA 175 37 0 NA NA NA NA NA 311 85 0 NA NA NA NA NA 9412 251 71 NA NA NA NA NA 4232 318 168 NA NA NA NA
1634421600.0 10424.0 NA 214 675 0 NA NA NA NA NA 480 843 0 NA NA NA NA NA 1478 2357 1736 NA NA NA NA NA 2151 4018 2241 NA NA NA NA
1634421600.0 105.0 86 80 24 NA NA NA NA NA 181 367 65 NA NA NA NA NA 1479 500 119 NA NA NA NA NA 1069 514 196 NA NA NA NA NA
1634421600.0 106.0 43 0 0 NA NA NA NA NA 90 0 0 NA NA NA NA NA 690 238 1412 NA NA NA NA NA 696 505 2133 NA NA NA NA NA
1634421600.0 107.0 90 85 436 NA NA NA NA NA 187 359 544 NA NA NA NA NA 3248 492 1516 NA NA NA NA NA 2001 1302 2450 NA NA NA NA NA
1634421600.0 108.0 91 91 440 NA NA NA NA NA 187 360 538 NA NA NA NA NA 4225 518 1600 NA NA NA NA NA 2291 950 3003 NA NA NA NA NA
1634421600.0 10823.0 65 190 660 83 0 NA NA NA 123 484 825 134 0 NA NA NA 1594 1452 2368 422 1878 NA NA NA 1716 3428 3843 1135 2292 NA NA NA
1634421600.0 10824.0 73 211 686 95 0 NA NA NA 135 485 847 145 0 NA NA NA 4613 1674 2719 449 1907 NA NA NA 3442 3115 4987 1068 2213 NA NA NA
1634421600.0 10825.0 68 198 675 85 0 NA NA NA 128 485 834 134 0 NA NA NA 3545 1563 2531 424 1898 NA NA NA 2675 2230 4057 955 2310 NA NA NA
1634421600.0 10826.0 75 213 685 94 0 NA NA NA 135 470 850 144 0 NA NA NA 7155 1734 2965 442 1912 NA NA NA 5256 3147 6442 1231 2376 NA NA NA
1634421600.0 10842.0 61 187 658 93 0 NA NA NA 111 485 818 145 0 NA NA NA 1537 1346 2329 444 1873 NA NA NA 1976 2984 4720 1145 2197 NA NA NA
1634421600.0 109.0 92 89 439 NA NA NA NA NA 187 367 545 NA NA NA NA NA 4461 508 1615 NA NA NA NA NA 2457 814 2959 NA NA NA NA NA
1634421600.0 11.0 NA 96 466 0 58 NA NA NA NA 363 573 0 105 NA NA NA NA 1928 1717 596 239 NA NA NA NA 1181 2733 830 434 NA NA NA
1634421600.0 110.0 59 79 423 NA NA NA NA NA 125 359 531 NA NA NA NA NA 784 498 1587 NA NA NA NA NA 1462 940 2405 NA NA NA NA NA
1634421600.0 1102.0 NA 110 463 130 73 NA NA NA NA 363 569 223 163 NA NA NA NA 2446 3835 1542 387 NA NA NA NA 2194 3470 1780 311 NA NA NA
1634421600.0 111.0 87 84 432 NA NA NA NA NA 184 367 534 NA NA NA NA NA 1852 430 1643 NA NA NA NA NA 1749 874 2577 NA NA NA NA NA
1634421600.0 112.0 89 92 433 NA NA NA NA NA 190 360 532 NA NA NA NA NA 3646 538 1660 NA NA NA NA NA 2103 784 2193 NA NA NA NA NA
1634421600.0 11224.0 73 218 687 0 NA NA NA NA 135 481 843 0 NA NA NA NA 4919 1690 2754 1901 NA NA NA NA 3529 3650 6100 2289 NA NA NA NA
1634421600.0 113.0 84 88 433 NA NA NA NA NA 186 360 542 NA NA NA NA NA 2948 481 1520 NA NA NA NA NA 1634 635 2654 NA NA NA NA NA
1634421600.0 114.0 84 85 433 NA NA NA NA NA 189 360 543 NA NA NA NA NA 3476 525 1532 NA NA NA NA NA 2342 1517 2476 NA NA NA NA NA
1634421600.0 115.0 91 86 439 NA NA NA NA NA 183 360 538 NA NA NA NA NA 3895 570 1721 NA NA NA NA NA 2133 697 2293 NA NA NA NA NA
1634421600.0 116.0 86 86 437 NA NA NA NA NA 181 367 553 NA NA NA NA NA 3190 498 1529 NA NA NA NA NA 1587 907 1993 NA NA NA NA NA
1634421600.0 11623.0 63 191 660 82 0 NA NA NA 110 475 838 133 0 NA NA NA 1576 1575 2575 450 1998 NA NA NA 1811 3487 7042 1991 2457 NA NA NA
1634421600.0 11624.0 71 215 692 94 0 NA NA NA 120 479 849 145 0 NA NA NA 4187 1755 2925 540 2017 NA NA NA 2913 2563 6557 1674 2315 NA NA NA
1634421600.0 11625.0 68 205 680 84 0 NA NA NA 114 471 823 135 0 NA NA NA 3090 1666 2753 441 1991 NA NA NA 3264 2561 6145 1041 2342 NA NA NA
1634421600.0 11626.0 72 232 693 93 0 NA NA NA 123 472 849 143 0 NA NA NA 6542 1964 3139 590 2049 NA NA NA 4570 3453 6736 2210 2698 NA NA NA
1634421600.0 11642.0 57 188 658 96 0 NA NA NA 103 489 830 144 0 NA NA NA 1387 1382 2438 542 2017 NA NA NA 1323 2186 3651 1718 2473 NA NA NA
1634421600.0 117.0 89 85 436 NA NA NA NA NA 192 367 539 NA NA NA NA NA 4054 549 1758 NA NA NA NA NA 2156 682 2332 NA NA NA NA NA
1634421600.0 118.0 86 93 442 NA NA NA NA NA 184 367 543 NA NA NA NA NA 4454 523 1607 NA NA NA NA NA 3058 1069 2858 NA NA NA NA NA
1634421600.0 119.0 87 85 432 NA NA NA NA NA 188 367 540 NA NA NA NA NA 3360 540 1657 NA NA NA NA NA 1938 1495 2363 NA NA NA NA NA
1634421600.0 12.0 NA 110 454 0 NA NA NA NA NA 371 570 0 NA NA NA NA NA 2044 3037 505 NA NA NA NA NA 1950 4142 968 NA NA NA NA
1634421600.0 120.0 58 81 425 NA NA NA NA NA 137 359 537 NA NA NA NA NA 882 495 1576 NA NA NA NA NA 1591 1294 2429 NA NA NA NA NA
1634421600.0 12024.0 71 216 692 0 NA NA NA NA 120 480 858 0 NA NA NA NA 4231 1800 2950 1998 NA NA NA NA 2852 3239 5962 2441 NA NA NA NA
1634421600.0 121.0 89 88 437 NA NA NA NA NA 190 367 544 NA NA NA NA NA 3812 513 1631 NA NA NA NA NA 1767 582 3214 NA NA NA NA NA
1634421600.0 122.0 50 74 415 NA NA NA NA NA 106 367 522 NA NA NA NA NA 911 361 1613 NA NA NA NA NA 1348 1266 2558 NA NA NA NA NA
1634421600.0 123.1 314 NA NA NA NA NA NA NA 514 NA NA NA NA NA NA NA 1231 NA NA NA NA NA NA NA 1554 NA NA NA NA NA NA NA
1634421600.0 123.2 316 NA NA NA NA NA NA NA 509 NA NA NA NA NA NA NA 1305 NA NA NA NA NA NA NA 1394 NA NA NA NA NA NA NA
1634421600.0 123.3 264 NA NA NA NA NA NA NA 508 NA NA NA NA NA NA NA 1047 NA NA NA NA NA NA NA 1304 NA NA NA NA NA NA NA
1634421600.0 124.1 300 NA NA NA NA NA NA NA 511 NA NA NA NA NA NA NA 1062 NA NA NA NA NA NA NA 1270 NA NA NA NA NA NA NA
1634421600.0 124.2 312 NA NA NA NA NA NA NA 502 NA NA NA NA NA NA NA 1196 NA NA NA NA NA NA NA 1509 NA NA NA NA NA NA NA
1634421600.0 124.4 307 NA NA NA NA NA NA NA 508 NA NA NA NA NA NA NA 1066 NA NA NA NA NA NA NA 1352 NA NA NA NA NA NA NA
1634421600.0 124.5 305 NA NA NA NA NA NA NA 501 NA NA NA NA NA NA NA 1080 NA NA NA NA NA NA NA 1312 NA NA NA NA NA NA NA
1634421600.0 124.6 260 NA NA NA NA NA NA NA 509 NA NA NA NA NA NA NA 1068 NA NA NA NA NA NA NA 1322 NA NA NA NA NA NA NA
1634421600.0 125.0 88 84 434 NA NA NA NA NA 187 367 540 NA NA NA NA NA 2866 490 1483 NA NA NA NA NA 1478 864 2985 NA NA NA NA NA
1634421600.0 126.0 61 79 426 NA NA NA NA NA 148 360 547 NA NA NA NA NA 1668 494 1592 NA NA NA NA NA 1408 894 2116 NA NA NA NA NA
1634421600.0 127.0 58 79 425 NA NA NA NA NA 125 367 534 NA NA NA NA NA 1300 475 1626 NA NA NA NA NA 1069 1026 2212 NA NA NA NA NA
1634421600.0 128.0 57 81 426 NA NA NA NA NA 114 367 545 NA NA NA NA NA 800 511 1627 NA NA NA NA NA 877 1239 2683 NA NA NA NA NA
1634421600.0 129.0 58 78 422 NA NA NA NA NA 130 367 529 NA NA NA NA NA 811 487 1578 NA NA NA NA NA 1032 783 2414 NA NA NA NA NA
1634421600.0 13.0 NA 88 440 0 NA NA NA NA NA 371 542 0 NA NA NA NA NA 471 2162 508 NA NA NA NA NA 1121 3612 644 NA NA NA NA
1634421600.0 130.0 60 79 424 NA NA NA NA NA 125 359 546 NA NA NA NA NA 947 493 1607 NA NA NA NA NA 904 691 2329 NA NA NA NA NA
1634421600.0 1301.0 78 96 212 NA NA NA NA NA 151 369 344 NA NA NA NA NA 1699 607 1207 NA NA NA NA NA 1355 735 1802 NA NA NA NA NA
1634421600.0 1302.0 94 104 226 NA NA NA NA NA 166 377 352 NA NA NA NA NA 4353 692 1367 NA NA NA NA NA 2063 797 1873 NA NA NA NA NA
1634421600.0 1303.0 89 107 229 NA NA NA NA NA 158 377 335 NA NA NA NA NA 6652 532 1361 NA NA NA NA NA 3207 740 2056 NA NA NA NA NA
1634421600.0 1306.0 NA 92 547 0 NA NA NA NA NA 381 658 0 NA NA NA NA NA 515 1688 631 NA NA NA NA NA 819 2644 795 NA NA NA NA
1634421600.0 1307.0 NA 93 180 42 0 NA NA NA NA 379 259 86 0 NA NA NA NA 554 633 148 234 NA NA NA NA 739 1218 278 377 NA NA NA
1634421600.0 1308.0 NA 92 176 43 0 NA NA NA NA 379 255 85 0 NA NA NA NA 489 552 145 229 NA NA NA NA 689 918 245 315 NA NA NA
1634421600.0 1309.0 NA 105 567 0 NA NA NA NA NA 381 671 0 NA NA NA NA NA 571 1741 642 NA NA NA NA NA 786 3177 909 NA NA NA NA
1634421600.0 131.0 60 83 427 NA NA NA NA NA 126 367 545 NA NA NA NA NA 1661 505 1615 NA NA NA NA NA 1860 1151 2312 NA NA NA NA NA
1634421600.0 1310.0 NA 102 559 0 NA NA NA NA NA 381 685 0 NA NA NA NA NA 553 1649 589 NA NA NA NA NA 2325 2659 883 NA NA NA NA
1634421600.0 1311.0 NA 94 480 0 57 NA NA NA NA 381 607 0 105 NA NA NA NA 540 1229 639 240 NA NA NA NA 1130 2279 859 432 NA NA NA
1634421600.0 1312.0 NA 102 565 0 NA NA NA NA NA 373 682 0 NA NA NA NA NA 530 1716 586 NA NA NA NA NA 959 2977 1090 NA NA NA NA
1634421600.0 1313.0 NA 107 561 0 NA NA NA NA NA 373 681 0 NA NA NA NA NA 481 1973 626 NA NA NA NA NA 710 2903 888 NA NA NA NA
1634421600.0 1314.0 NA 103 560 0 NA NA NA NA NA 384 670 0 NA NA NA NA NA 551 1671 590 NA NA NA NA NA 1692 3236 1100 NA NA NA NA
1634421600.0 1315.0 NA 93 547 0 NA NA NA NA NA 380 669 0 NA NA NA NA NA 520 1738 639 NA NA NA NA NA 1397 3248 837 NA NA NA NA
1634421600.0 1316.0 NA 95 557 0 NA NA NA NA NA 381 663 0 NA NA NA NA NA 464 1599 579 NA NA NA NA NA 1365 3610 1418 NA NA NA NA
1634421600.0 1317.0 NA 95 549 0 NA NA NA NA NA 381 676 0 NA NA NA NA NA 484 1553 569 NA NA NA NA NA 835 3093 717 NA NA NA NA
1634421600.0 1318.0 NA 95 551 0 NA NA NA NA NA 381 681 0 NA NA NA NA NA 506 1727 627 NA NA NA NA NA 1055 4049 797 NA NA NA NA
1634421600.0 1319.0 NA 94 554 0 NA NA NA NA NA 373 679 0 NA NA NA NA NA 474 1547 579 NA NA NA NA NA 727 2825 1021 NA NA NA NA
1634421600.0 132.0 92 84 437 NA NA NA NA NA 182 359 533 NA NA NA NA NA 3486 560 1741 NA NA NA NA NA 1875 824 2332 NA NA NA NA NA
1634421600.0 1320.0 NA 96 552 0 NA NA NA NA NA 380 668 0 NA NA NA NA NA 486 1559 573 NA NA NA NA NA 1318 2534 816 NA NA NA NA
1634421600.0 1321.0 NA 97 552 0 NA NA NA NA NA 381 661 0 NA NA NA NA NA 531 1740 634 NA NA NA NA NA 1176 2749 778 NA NA NA NA
1634421600.0 1322.0 NA 97 553 0 NA NA NA NA NA 391 659 0 NA NA NA NA NA 482 1578 578 NA NA NA NA NA 835 3161 1159 NA NA NA NA
1634421600.0 1323.0 NA 94 550 0 NA NA NA NA NA 373 673 0 NA NA NA NA NA 468 1511 569 NA NA NA NA NA 1098 2709 761 NA NA NA NA
1634421600.0 1324.0 NA 105 564 0 NA NA NA NA NA 381 681 0 NA NA NA NA NA 583 1919 654 NA NA NA NA NA 1820 3379 822 NA NA NA NA
1634421600.0 1325.0 NA 106 571 0 73 NA NA NA NA 381 674 0 115 NA NA NA NA 565 1786 603 233 NA NA NA NA 698 3127 1220 364 NA NA NA
1634421600.0 1325.1 NA 106 216 0 NA NA NA NA NA 373 290 0 NA NA NA NA NA 622 768 287 NA NA NA NA NA 628 1229 401 NA NA NA NA
1634421600.0 1325.2 NA 106 565 0 NA NA NA NA NA 381 668 0 NA NA NA NA NA 576 1748 596 NA NA NA NA NA 1229 4302 966 NA NA NA NA
1634421600.0 1325.3 NA 106 210 0 NA NA NA NA NA 373 285 0 NA NA NA NA NA 628 735 274 NA NA NA NA NA 719 1129 380 NA NA NA NA
1634421600.0 1325.4 NA 106 563 0 NA NA NA NA NA 381 672 0 NA NA NA NA NA 528 1754 603 NA NA NA NA NA 541 2559 1075 NA NA NA NA
1634421600.0 1325.5 NA 193 0 NA NA NA NA NA NA 269 0 NA NA NA NA NA NA 4304 133 NA NA NA NA NA NA 5518 558 NA NA NA NA NA
1634421600.0 1325.51 NA 172 0 NA NA NA NA NA NA 246 0 NA NA NA NA NA NA 1602 144 NA NA NA NA NA NA 1875 230 NA NA NA NA NA
1634421600.0 1325.6 NA 161 NA NA NA NA NA NA NA 238 NA NA NA NA NA NA NA 2370 NA NA NA NA NA NA NA 3842 NA NA NA NA NA NA
1634421600.0 1325.7 NA 166 0 NA NA NA NA NA NA 240 0 NA NA NA NA NA NA 2431 132 NA NA NA NA NA NA 3519 230 NA NA NA NA NA
1634421600.0 1325.8 NA 163 0 NA NA NA NA NA NA 233 0 NA NA NA NA NA NA 2479 129 NA NA NA NA NA NA 3832 217 NA NA NA NA NA
1634421600.0 1325.9 NA 158 0 NA NA NA NA NA NA 230 0 NA NA NA NA NA NA 1773 132 NA NA NA NA NA NA 1369 220 NA NA NA NA NA
1634421600.0 1326.0 NA 100 558 0 NA NA NA NA NA 373 671 0 NA NA NA NA NA 474 1592 588 NA NA NA NA NA 622 4241 912 NA NA NA NA
1634421600.0 1327.0 NA 102 557 0 NA NA NA NA NA 373 669 0 NA NA NA NA NA 503 1610 657 NA NA NA NA NA 695 3446 1021 NA NA NA NA
1634421600.0 1328.0 NA 105 565 0 NA NA NA NA NA 381 679 0 NA NA NA NA NA 535 1708 593 NA NA NA NA NA 701 2823 953 NA NA NA NA
1634421600.0 1329.0 NA 100 557 0 NA NA NA NA NA 381 680 0 NA NA NA NA NA 471 1588 651 NA NA NA NA NA 906 2710 991 NA NA NA NA
1634421600.0 1329.1 NA 177 0 NA NA NA NA NA NA 257 0 NA NA NA NA NA NA 2036 129 NA NA NA NA NA NA 1947 214 NA NA NA NA NA
1634421600.0 133.0 89 92 442 NA NA NA NA NA 187 360 547 NA NA NA NA NA 5252 560 1675 NA NA NA NA NA 2604 1054 1939 NA NA NA NA NA
1634421600.0 1330.0 NA 102 557 0 NA NA NA NA NA 381 678 0 NA NA NA NA NA 520 1616 600 NA NA NA NA NA 1976 2945 778 NA NA NA NA
1634421600.0 1331.0 NA 101 554 0 NA NA NA NA NA 381 675 0 NA NA NA NA NA 514 1604 591 NA NA NA NA NA 979 2841 1012 NA NA NA NA
1634421600.0 1332.0 NA 106 566 0 NA NA NA NA NA 381 677 0 NA NA NA NA NA 590 1874 656 NA NA NA NA NA 838 3197 849 NA NA NA NA
1634421600.0 1333.0 NA 101 556 0 NA NA NA NA NA 374 664 0 NA NA NA NA NA 528 1584 590 NA NA NA NA NA 2329 2682 762 NA NA NA NA
1634421600.0 1334.0 NA 107 566 0 NA NA NA NA NA 373 686 0 NA NA NA NA NA 562 1698 595 NA NA NA NA NA 1635 3370 835 NA NA NA NA
1634421600.0 1335.0 NA 99 558 0 NA NA NA NA NA 381 670 0 NA NA NA NA NA 568 1815 648 NA NA NA NA NA 1271 3075 822 NA NA NA NA
1634421600.0 1336.0 NA 105 568 0 NA NA NA NA NA 373 680 0 NA NA NA NA NA 561 2088 599 NA NA NA NA NA 679 3664 744 NA NA NA NA
1634421600.0 1337.0 NA 108 580 0 NA NA NA NA NA 373 684 0 NA NA NA NA NA 597 2048 662 NA NA NA NA NA 826 3585 1137 NA NA NA NA
1634421600.0 1338.0 NA 108 571 0 NA NA NA NA NA 373 673 0 NA NA NA NA NA 569 1739 636 NA NA NA NA NA 2640 3556 897 NA NA NA NA
1634421600.0 1339.0 NA 108 575 0 NA NA NA NA NA 381 688 0 NA NA NA NA NA 565 1949 602 NA NA NA NA NA 1239 3137 772 NA NA NA NA
1634421600.0 134.0 NA 425 35 0 NA NA NA NA NA 520 76 0 NA NA NA NA NA 3294 137 64 NA NA NA NA NA 3154 229 91 NA NA NA NA
1634421600.0 134.701 NA 32 500 0 NA NA NA NA NA 83 598 0 NA NA NA NA NA 275 4469 661 NA NA NA NA NA 385 4601 776 NA NA NA NA
1634421600.0 134.702 NA 29 501 0 NA NA NA NA NA 84 595 0 NA NA NA NA NA 258 5834 626 NA NA NA NA NA 404 3781 785 NA NA NA NA
1634421600.0 134.703 NA 31 510 0 NA NA NA NA NA 85 611 0 NA NA NA NA NA 292 5495 672 NA NA NA NA NA 447 4796 923 NA NA NA NA
1634421600.0 134.704 NA 31 502 0 NA NA NA NA NA 83 600 0 NA NA NA NA NA 289 5387 693 NA NA NA NA NA 600 3778 902 NA NA NA NA
1634421600.0 134.705 NA 34 513 0 NA NA NA NA NA 86 612 0 NA NA NA NA NA 278 5835 659 NA NA NA NA NA 690 3736 954 NA NA NA NA
1634421600.0 134.706 NA 35 512 0 NA NA NA NA NA 83 609 0 NA NA NA NA NA 226 5987 743 NA NA NA NA NA 448 5637 1131 NA NA NA NA
1634421600.0 134.707 NA 33 499 0 NA NA NA NA NA 83 602 0 NA NA NA NA NA 265 5969 682 NA NA NA NA NA 617 5321 849 NA NA NA NA
1634421600.0 134.708 NA 30 499 0 NA NA NA NA NA 84 607 0 NA NA NA NA NA 257 5121 621 NA NA NA NA NA 549 4891 777 NA NA NA NA
1634421600.0 134.709 NA 32 689 0 NA NA NA NA NA 84 795 0 NA NA NA NA NA 326 5425 643 NA NA NA NA NA 872 3887 939 NA NA NA NA
1634421600.0 134.71 NA 36 497 0 NA NA NA NA NA 77 588 0 NA NA NA NA NA 262 3993 623 NA NA NA NA NA 743 4959 1365 NA NA NA NA
1634421600.0 134.801 NA 40 500 0 NA NA NA NA NA 88 599 0 NA NA NA NA NA 266 4120 670 NA NA NA NA NA 1039 5103 1020 NA NA NA NA
1634421600.0 134.802 NA 33 512 0 NA NA NA NA NA 87 615 0 NA NA NA NA NA 279 6697 697 NA NA NA NA NA 809 3746 1021 NA NA NA NA
1634421600.0 134.803 NA 29 504 0 NA NA NA NA NA 83 605 0 NA NA NA NA NA 289 6129 612 NA NA NA NA NA 688 4112 736 NA NA NA NA
1634421600.0 134.804 NA 31 513 0 NA NA NA NA NA 84 618 0 NA NA NA NA NA 285 6695 622 NA NA NA NA NA 704 3622 1030 NA NA NA NA
1634421600.0 134.805 NA 31 514 0 NA NA NA NA NA 89 625 0 NA NA NA NA NA 314 6551 668 NA NA NA NA NA 1144 3668 956 NA NA NA NA
1634421600.0 134.806 NA 31 515 0 NA NA NA NA NA 90 618 0 NA NA NA NA NA 270 7218 752 NA NA NA NA NA 473 4517 1146 NA NA NA NA
1634421600.0 134.807 NA 92 541 0 NA NA NA NA NA 201 678 0 NA NA NA NA NA 1287 7465 734 NA NA NA NA NA 2483 5889 1531 NA NA NA NA
1634421600.0 134.808 NA 92 542 0 NA NA NA NA NA 200 681 0 NA NA NA NA NA 1415 7565 680 NA NA NA NA NA 1741 5758 1418 NA NA NA NA
1634421600.0 134.809 NA 32 507 0 NA NA NA NA NA 82 604 0 NA NA NA NA NA 265 6259 673 NA NA NA NA NA 366 3975 980 NA NA NA NA
1634421600.0 134.81 NA 34 505 0 NA NA NA NA NA 87 611 0 NA NA NA NA NA 282 6336 618 NA NA NA NA NA 513 3539 1007 NA NA NA NA
1634421600.0 134.811 NA 31 509 0 NA NA NA NA NA 86 609 0 NA NA NA NA NA 256 6630 677 NA NA NA NA NA 338 3706 999 NA NA NA NA
